ID_LEAD,DATE_CREATION,CODE_POSTAL,VILLE,YEAR_NAISSANCE,GENDER
3468267618877,2022-01-16 12:12:31.830366,94000,CRETEIL,1972,H
6000258449989,2022-01-16 16:26:18.555711,91000,EVRY,1970,H
6548614742611,2022-01-16 20:40:05.281056,78000,VERSAILLES,1969,H
6743833903709,2022-01-17 00:53:52.006401,69003,LYON,1978,H
9066296640095,2022-01-17 05:07:38.731746,72000,LE MANS,1955,H
6663832568423,2022-01-17 09:21:25.457091,45000,ORLEANS,2003,H
2708562051691,2022-01-17 13:35:12.182436,31100,TOULOUSE,1981,H
7750108971629,2022-01-17 17:48:58.907781,76000,ROUEN,1968,H
4223872205426,2022-01-17 22:02:45.633126,93100,MONTREUIL,1968,H
1782325019252,2022-01-18 02:16:32.358471,67000,STRASBOURG,1954,H
8073910551159,2022-01-18 06:30:19.083816,31100,TOULOUSE,1957,F
7006652105336,2022-01-18 10:44:05.809161,63000,CLERMONT-FERRAND,1979,H
5646790460025,2022-01-18 14:57:52.534506,38100,GRENOBLE,1955,H
8172519752320,2022-01-18 19:11:39.259851,34000,MONTPELLIER,1985,H
1432286495380,2022-01-18 23:25:25.985197,45000,ORLEANS,1961,H
3775324521110,2022-01-19 03:39:12.710542,94000,CRETEIL,1947,H
7546998194840,2022-01-19 07:52:59.435887,29200,BREST,1956,H
6366445208224,2022-01-19 12:06:46.161232,44100,NANTES,1973,F
6497671086756,2022-01-19 16:20:32.886577,91000,EVRY,1979,F
6761936978600,2022-01-19 20:34:19.611922,59800,LILLE,1997,H
7011693855410,2022-01-20 00:48:06.337267,69001,LYON,1970,F
3713300955838,2022-01-20 05:01:53.062612,44100,NANTES,1991,H
9042279170753,2022-01-20 09:15:39.787957,75015,PARIS,1986,F
7053168247490,2022-01-20 13:29:26.513302,59800,LILLE,1992,H
4936616018636,2022-01-20 17:43:13.238647,83000,TOULON,1981,H
3773398614746,2022-01-20 21:56:59.963992,34000,MONTPELLIER,1975,H
4121415910106,2022-01-21 02:10:46.689337,69003,LYON,1970,H
2050032665323,2022-01-21 06:24:33.414682,44000,NANTES,1984,F
7320556503793,2022-01-21 10:38:20.140028,35000,RENNES,1958,H
4068734599926,2022-01-21 14:52:06.865373,93200,SAINT-DENIS,1978,H
4762016613114,2022-01-21 19:05:53.590718,59800,LILLE,1986,H
6852933583625,2022-01-21 23:19:40.316063,44000,NANTES,1971,H
2315100128010,2022-01-22 03:33:27.041408,78000,VERSAILLES,1945,H
7959698080528,2022-01-22 07:47:13.766753,57000,METZ,1969,F
8707756819242,2022-01-22 12:01:00.492098,83000,TOULON,1980,F
8107897029418,2022-01-22 16:14:47.217443,78000,VERSAILLES,1997,H
9904175121203,2022-01-22 20:28:33.942788,63000,CLERMONT-FERRAND,1978,H
9577335817012,2022-01-23 00:42:20.668133,31000,TOULOUSE,1971,H
6265948767028,2022-01-23 04:56:07.393478,67100,STRASBOURG,1980,F
8058505167668,2022-01-23 09:09:54.118823,33100,BORDEAUX,1999,F
9051980464960,2022-01-23 13:23:40.844168,67000,STRASBOURG,1987,H
6321455792961,2022-01-23 17:37:27.569513,92100,BOULOGNE-BILLANCOURT,1953,F
9017953551170,2022-01-23 21:51:14.294858,29200,BREST,1953,H
4264672330560,2022-01-24 02:05:01.020204,76000,ROUEN,1988,H
9005086442308,2022-01-24 06:18:47.745549,67100,STRASBOURG,1964,F
5229954958163,2022-01-24 10:32:34.470894,92100,BOULOGNE-BILLANCOURT,1992,H
9078606005076,2022-01-24 14:46:21.196239,49000,ANGERS,1953,H
6667800609635,2022-01-24 19:00:07.921584,21000,DIJON,1971,F
4645172511589,2022-01-24 23:13:54.646929,49000,ANGERS,1960,H
7238781862761,2022-01-25 03:27:41.372274,83000,TOULON,2000,H
6734353073010,2022-01-25 07:41:28.097619,38000,GRENOBLE,1964,F
3557899731864,2022-01-25 11:55:14.822964,44100,NANTES,1975,F
2523130168242,2022-01-25 16:09:01.548309,33100,BORDEAUX,1962,F
9515035755455,2022-01-25 20:22:48.273654,54000,NANCY,1961,H
1039405351895,2022-01-26 00:36:34.998999,57000,METZ,1974,H
8247637312472,2022-01-26 04:50:21.724344,13001,MARSEILLE,1984,F
3504696034263,2022-01-26 09:04:08.449689,92000,NANTERRE,1963,H
2394672137183,2022-01-26 13:17:55.175035,69001,LYON,1975,H
2429659218917,2022-01-26 17:31:41.900380,33000,BORDEAUX,1988,H
1267480200170,2022-01-26 21:45:28.625725,31000,TOULOUSE,1988,H
2591848236021,2022-01-27 01:59:15.351070,45000,ORLEANS,1997,H
3392444793849,2022-01-27 06:13:02.076415,31100,TOULOUSE,1982,F
9726074946567,2022-01-27 10:26:48.801760,91000,EVRY,1958,F
4339716162575,2022-01-27 14:40:35.527105,21000,DIJON,1972,H
9765479187478,2022-01-27 18:54:22.252450,72000,LE MANS,1982,F
1364066632733,2022-01-27 23:08:08.977795,69003,LYON,1962,F
1375132681259,2022-01-28 03:21:55.703140,38100,GRENOBLE,1987,F
6980602561580,2022-01-28 07:35:42.428485,38100,GRENOBLE,1973,H
4194527609901,2022-01-28 11:49:29.153830,72000,LE MANS,1977,H
8624332538926,2022-01-28 16:03:15.879175,63000,CLERMONT-FERRAND,1963,H
7653847598129,2022-01-28 20:17:02.604520,14000,CAEN,1998,H
8218223051826,2022-01-29 00:30:49.329865,67100,STRASBOURG,1987,H
3037366125621,2022-01-29 04:44:36.055211,29200,BREST,1999,H
9128597750842,2022-01-29 08:58:22.780556,75001,PARIS,1978,H
1046831137853,2022-01-29 13:12:09.505901,91000,EVRY,1956,H
2696444871743,2022-01-29 17:25:56.231246,93100,MONTREUIL,1982,H
1967000945727,2022-01-29 21:39:42.956591,33000,BORDEAUX,1982,H
9044271170628,2022-01-30 01:53:29.681936,91000,EVRY,1961,F
5512701772869,2022-01-30 06:07:16.407281,76000,ROUEN,1958,H
7589017650248,2022-01-30 10:21:03.132626,92000,NANTERRE,1976,F
5865106703435,2022-01-30 14:34:49.857971,34000,MONTPELLIER,1964,F
7364212032591,2022-01-30 18:48:36.583316,78000,VERSAILLES,1991,F
5244476294225,2022-01-30 23:02:23.308661,35000,RENNES,1954,F
8946485822559,2022-01-31 03:16:10.034006,33000,BORDEAUX,1942,F
4781733938273,2022-01-31 07:29:56.759351,34080,MONTPELLIER,1967,H
6049305003109,2022-01-31 11:43:43.484696,21000,DIJON,2006,F
2950556976231,2022-01-31 15:57:30.210042,31100,TOULOUSE,1983,F
5758395647088,2022-01-31 20:11:16.935387,63000,CLERMONT-FERRAND,1965,F
5786118259831,2022-02-01 00:25:03.660732,75001,PARIS,1981,H
6872916296832,2022-02-01 04:38:50.386077,93100,MONTREUIL,1955,H
1292091982976,2022-02-01 08:52:37.111422,93100,MONTREUIL,1966,H
3390378181767,2022-02-01 13:06:23.836767,67100,STRASBOURG,1985,H
7654169183374,2022-02-01 17:20:10.562112,54000,NANCY,1974,F
2422281372821,2022-02-01 21:33:57.287457,92000,NANTERRE,1988,H
4945011934357,2022-02-02 01:47:44.012802,6000,NICE,1977,H
5295267087541,2022-02-02 06:01:30.738147,54000,NANCY,1983,H
3187205997750,2022-02-02 10:15:17.463492,13008,MARSEILLE,1957,H
4858995311798,2022-02-02 14:29:04.188837,45000,ORLEANS,1943,H
4933024548021,2022-02-02 18:42:50.914182,59000,LILLE,1996,H
3726373586105,2022-02-02 22:56:37.639527,45000,ORLEANS,2003,H
7286892627130,2022-02-03 03:10:24.364872,54000,NANCY,1978,H
5856023315646,2022-02-03 07:24:11.090218,72000,LE MANS,1997,H
3348353057983,2022-02-03 11:37:57.815563,6100,NICE,1974,F
7111803634894,2022-02-03 15:51:44.540908,31000,TOULOUSE,1963,F
9713603577039,2022-02-03 20:05:31.266253,38000,GRENOBLE,1952,F
3001884148950,2022-02-04 00:19:17.991598,92000,NANTERRE,1971,H
1267975849176,2022-02-04 04:33:04.716943,31100,TOULOUSE,1977,H
5092449453286,2022-02-04 08:46:51.442288,76000,ROUEN,2004,H
5881487361256,2022-02-04 13:00:38.167633,14000,CAEN,1974,F
4496054158584,2022-02-04 17:14:24.892978,75001,PARIS,1973,F
9424526050563,2022-02-04 21:28:11.618323,72000,LE MANS,1965,H
1047471228166,2022-02-05 01:41:58.343668,59800,LILLE,1985,F
2637847528727,2022-02-05 05:55:45.069013,57000,METZ,1981,H
3299746350370,2022-02-05 10:09:31.794358,75008,PARIS,1997,H
1177507693864,2022-02-05 14:23:18.519703,33000,BORDEAUX,2006,F
3922556323125,2022-02-05 18:37:05.245049,38000,GRENOBLE,1991,H
5427136267577,2022-02-05 22:50:51.970394,59000,LILLE,1998,H
5650604524870,2022-02-06 03:04:38.695739,67000,STRASBOURG,1969,F
5206558311755,2022-02-06 07:18:25.421084,69001,LYON,1982,H
5313483736396,2022-02-06 11:32:12.146429,67000,STRASBOURG,1983,H
3622367200602,2022-02-06 15:45:58.871774,35000,RENNES,1989,F
4518334235995,2022-02-06 19:59:45.597119,13001,MARSEILLE,2006,H
5060150920545,2022-02-07 00:13:32.322464,13001,MARSEILLE,1952,H
9138577409377,2022-02-07 04:27:19.047809,93100,MONTREUIL,1990,H
4671105533285,2022-02-07 08:41:05.773154,57000,METZ,1981,H
8405315880295,2022-02-07 12:54:52.498499,69003,LYON,1996,H
8378738345326,2022-02-07 17:08:39.223844,92000,NANTERRE,1960,H
8023959340411,2022-02-07 21:22:25.949189,76000,ROUEN,1972,H
9317666719101,2022-02-08 01:36:12.674534,33100,BORDEAUX,1987,H
9245238429063,2022-02-08 05:49:59.399879,33100,BORDEAUX,1980,F
5451899798920,2022-02-08 10:03:46.125225,95000,CERGY,1949,F
8174195377543,2022-02-08 14:17:32.850570,13100,AIX-EN-PROVENCE,1976,F
7426824865167,2022-02-08 18:31:19.575915,29200,BREST,1977,H
9164622759315,2022-02-08 22:45:06.301260,31100,TOULOUSE,1989,H
1047469720979,2022-02-09 02:58:53.026605,67100,STRASBOURG,2003,F
9620294206874,2022-02-09 07:12:39.751950,14000,CAEN,1977,H
6793820505499,2022-02-09 11:26:26.477295,72000,LE MANS,1970,H
1814837233056,2022-02-09 15:40:13.202640,21000,DIJON,1958,F
8289340065188,2022-02-09 19:53:59.927985,44000,NANTES,2006,H
7143506576808,2022-02-10 00:07:46.653330,76000,ROUEN,1991,H
8475832976809,2022-02-10 04:21:33.378675,92000,NANTERRE,1983,F
8672211240366,2022-02-10 08:35:20.104020,93100,MONTREUIL,1975,F
7459250800051,2022-02-10 12:49:06.829365,94000,CRETEIL,1977,H
4542124754358,2022-02-10 17:02:53.554710,6100,NICE,1976,H
4197713774010,2022-02-10 21:16:40.280056,93200,SAINT-DENIS,1968,H
2218170779072,2022-02-11 01:30:27.005401,59000,LILLE,1988,F
5635546842574,2022-02-11 05:44:13.730746,83000,TOULON,1960,H
5507643049428,2022-02-11 09:58:00.456091,95000,CERGY,1968,H
3578709837275,2022-02-11 14:11:47.181436,78000,VERSAILLES,1979,F
5643062904287,2022-02-11 18:25:33.906781,38000,GRENOBLE,1950,H
6250308044275,2022-02-11 22:39:20.632126,21100,DIJON,1951,F
9533281830398,2022-02-12 02:53:07.357471,14000,CAEN,1961,F
8976915826181,2022-02-12 07:06:54.082816,21100,DIJON,2006,H
3645097182726,2022-02-12 11:20:40.808161,33000,BORDEAUX,1951,F
6356185417228,2022-02-12 15:34:27.533506,67000,STRASBOURG,1963,H
1963923736081,2022-02-12 19:48:14.258851,44100,NANTES,1944,F
9277140338193,2022-02-13 00:02:00.984196,69003,LYON,1956,F
8543084611095,2022-02-13 04:15:47.709541,35000,RENNES,1951,H
8447435179566,2022-02-13 08:29:34.434886,75008,PARIS,1961,F
4263913621046,2022-02-13 12:43:21.160232,49000,ANGERS,1954,F
3512107894330,2022-02-13 16:57:07.885577,29200,BREST,1945,H
3056505783866,2022-02-13 21:10:54.610922,44100,NANTES,1971,H
2654137091645,2022-02-14 01:24:41.336267,49000,ANGERS,1998,H
7361762952770,2022-02-14 05:38:28.061612,44100,NANTES,1979,H
4126348543556,2022-02-14 09:52:14.786957,75001,PARIS,1969,F
7847902643783,2022-02-14 14:06:01.512302,69003,LYON,1973,F
9356621088327,2022-02-14 18:19:48.237647,93200,SAINT-DENIS,1993,H
3122710447709,2022-02-14 22:33:34.962992,45000,ORLEANS,1999,H
3570886018658,2022-02-15 02:47:21.688337,69001,LYON,1986,H
7054196508265,2022-02-15 07:01:08.413682,44100,NANTES,1962,H
8383248500330,2022-02-15 11:14:55.139027,69003,LYON,1951,H
3571467585132,2022-02-15 15:28:41.864372,75015,PARIS,1961,H
7081753282177,2022-02-15 19:42:28.589717,35000,RENNES,1959,H
9507710207624,2022-02-15 23:56:15.315063,69003,LYON,1976,F
9149036201610,2022-02-16 04:10:02.040408,54000,NANCY,2001,H
7015984268940,2022-02-16 08:23:48.765753,67000,STRASBOURG,1981,H
6371695888018,2022-02-16 12:37:35.491098,34000,MONTPELLIER,1978,H
5646042105491,2022-02-16 16:51:22.216443,95000,CERGY,1982,F
6378385639075,2022-02-16 21:05:08.941788,57000,METZ,1974,F
1415735281322,2022-02-17 01:18:55.667133,44000,NANTES,1968,F
3119474378415,2022-02-17 05:32:42.392478,76000,ROUEN,1962,H
2230165964467,2022-02-17 09:46:29.117823,33100,BORDEAUX,1979,H
5517475317443,2022-02-17 14:00:15.843168,93100,MONTREUIL,2003,H
1965661292233,2022-02-17 18:14:02.568513,35000,RENNES,1982,H
1791859066596,2022-02-17 22:27:49.293858,35000,RENNES,1974,F
9218527430384,2022-02-18 02:41:36.019203,13100,AIX-EN-PROVENCE,1956,F
7278168246001,2022-02-18 06:55:22.744548,67000,STRASBOURG,1983,H
9262920271605,2022-02-18 11:09:09.469893,13100,AIX-EN-PROVENCE,1967,H
3236160145166,2022-02-18 15:22:56.195239,83100,TOULON,1970,F
6096520283918,2022-02-18 19:36:42.920584,6100,NICE,1974,H
3139029960477,2022-02-18 23:50:29.645929,13008,MARSEILLE,1961,H
3583263278886,2022-02-19 04:04:16.371274,13008,MARSEILLE,1984,F
4271357527849,2022-02-19 08:18:03.096619,95000,CERGY,1983,H
9350342117166,2022-02-19 12:31:49.821964,21000,DIJON,1975,F
8868828546872,2022-02-19 16:45:36.547309,35700,RENNES,1984,H
1306536838973,2022-02-19 20:59:23.272654,21000,DIJON,1967,F
8988465629002,2022-02-20 01:13:09.997999,83100,TOULON,1985,F
7555376121676,2022-02-20 05:26:56.723344,63000,CLERMONT-FERRAND,1971,F
7043780118349,2022-02-20 09:40:43.448689,93100,MONTREUIL,1976,H
6475058775886,2022-02-20 13:54:30.174034,69001,LYON,1971,H
2554513426264,2022-02-20 18:08:16.899379,91000,EVRY,1981,H
8359964641115,2022-02-20 22:22:03.624724,78000,VERSAILLES,1980,H
5898835920737,2022-02-21 02:35:50.350070,78000,VERSAILLES,1973,F
8641211008869,2022-02-21 06:49:37.075415,13008,MARSEILLE,1971,H
3760918595429,2022-02-21 11:03:23.800760,69001,LYON,1975,F
9171231901558,2022-02-21 15:17:10.526105,83000,TOULON,1949,H
6826407528323,2022-02-21 19:30:57.251450,93100,MONTREUIL,1989,H
3302726207366,2022-02-21 23:44:43.976795,35000,RENNES,1975,F
7647491524490,2022-02-22 03:58:30.702140,13008,MARSEILLE,1998,H
5018405308302,2022-02-22 08:12:17.427485,67000,STRASBOURG,1969,F
4143517697935,2022-02-22 12:26:04.152830,6100,NICE,1991,H
2478826293135,2022-02-22 16:39:50.878175,6100,NICE,1979,F
9327118649238,2022-02-22 20:53:37.603520,76000,ROUEN,1980,H
7270049089436,2022-02-23 01:07:24.328865,21100,DIJON,1970,F
3915735271344,2022-02-23 05:21:11.054210,33100,BORDEAUX,1983,H
7990415689662,2022-02-23 09:34:57.779555,21000,DIJON,1983,H
4495754102723,2022-02-23 13:48:44.504900,6000,NICE,1953,F
4825734219719,2022-02-23 18:02:31.230246,34000,MONTPELLIER,1970,F
3395404662730,2022-02-23 22:16:17.955591,63000,CLERMONT-FERRAND,1983,H
2133703952333,2022-02-24 02:30:04.680936,67000,STRASBOURG,1978,H
9620841662422,2022-02-24 06:43:51.406281,69003,LYON,1950,H
3443840813014,2022-02-24 10:57:38.131626,21100,DIJON,1978,H
2169516296171,2022-02-24 15:11:24.856971,29200,BREST,1985,F
9417704310763,2022-02-24 19:25:11.582316,13008,MARSEILLE,1985,H
5961798256624,2022-02-24 23:38:58.307661,69001,LYON,1983,H
8548666476546,2022-02-25 03:52:45.033006,78000,VERSAILLES,1983,F
1286054512645,2022-02-25 08:06:31.758351,76000,ROUEN,1994,H
6574158448659,2022-02-25 12:20:18.483696,75001,PARIS,1991,F
7569810196507,2022-02-25 16:34:05.209041,13001,MARSEILLE,1987,F
6662044190761,2022-02-25 20:47:51.934386,92000,NANTERRE,1966,H
5070408091694,2022-02-26 01:01:38.659731,67000,STRASBOURG,1980,F
1424738158638,2022-02-26 05:15:25.385077,31100,TOULOUSE,1978,H
7297004832819,2022-02-26 09:29:12.110422,83100,TOULON,1955,H
3394775255103,2022-02-26 13:42:58.835767,57000,METZ,1955,H
2892491098180,2022-02-26 17:56:45.561112,13100,AIX-EN-PROVENCE,1979,H
7140887332939,2022-02-26 22:10:32.286457,44000,NANTES,1984,H
7622948751437,2022-02-27 02:24:19.011802,83000,TOULON,1987,H
9149820995669,2022-02-27 06:38:05.737147,69001,LYON,1964,F
5764022175835,2022-02-27 10:51:52.462492,31100,TOULOUSE,1978,F
9169370777703,2022-02-27 15:05:39.187837,38100,GRENOBLE,1980,F
6775059286122,2022-02-27 19:19:25.913182,75001,PARIS,1987,H
1242868910191,2022-02-27 23:33:12.638527,38100,GRENOBLE,1986,H
4141964363891,2022-02-28 03:46:59.363872,67100,STRASBOURG,1970,H
9246478993524,2022-02-28 08:00:46.089217,63000,CLERMONT-FERRAND,1994,H
2557518153850,2022-02-28 12:14:32.814562,34080,MONTPELLIER,1960,H
1261033326716,2022-02-28 16:28:19.539907,21000,DIJON,1983,F
2427984906366,2022-02-28 20:42:06.265253,94000,CRETEIL,1977,H
4152522475651,2022-03-01 00:55:52.990598,93100,MONTREUIL,1995,H
9825649428612,2022-03-01 05:09:39.715943,29200,BREST,1975,H
4477761357956,2022-03-01 09:23:26.441288,95000,CERGY,1979,H
7965686958212,2022-03-01 13:37:13.166633,93200,SAINT-DENIS,1975,H
8758711027851,2022-03-01 17:50:59.891978,57000,METZ,1952,H
2899530975393,2022-03-01 22:04:46.617323,31000,TOULOUSE,1972,F
7187179702441,2022-03-02 02:18:33.342668,6100,NICE,1986,H
5452450236599,2022-03-02 06:32:20.068013,34080,MONTPELLIER,1985,F
2958928545980,2022-03-02 10:46:06.793358,44000,NANTES,1966,H
1447115327679,2022-03-02 14:59:53.518703,69001,LYON,1955,H
1542675040460,2022-03-02 19:13:40.244048,49000,ANGERS,1970,F
6247561529554,2022-03-02 23:27:26.969393,92100,BOULOGNE-BILLANCOURT,1964,H
1374259022040,2022-03-03 03:41:13.694738,76000,ROUEN,1965,H
1760118671576,2022-03-03 07:55:00.420084,69001,LYON,1953,F
4402731059433,2022-03-03 12:08:47.145429,92100,BOULOGNE-BILLANCOURT,2004,H
8545003931885,2022-03-03 16:22:33.870774,59800,LILLE,1964,H
2664088111344,2022-03-03 20:36:20.596119,69001,LYON,1960,F
9591022848242,2022-03-04 00:50:07.321464,69001,LYON,1995,F
3467091511539,2022-03-04 05:03:54.046809,49000,ANGERS,1988,H
2165520926965,2022-03-04 09:17:40.772154,13100,AIX-EN-PROVENCE,1987,H
7183003551990,2022-03-04 13:31:27.497499,54000,NANCY,1985,F
6193810016507,2022-03-04 17:45:14.222844,14000,CAEN,1982,H
4403672910076,2022-03-04 21:59:00.948189,31100,TOULOUSE,1971,H
8657687251201,2022-03-05 02:12:47.673534,69001,LYON,1962,H
3863216261381,2022-03-05 06:26:34.398879,54000,NANCY,1958,F
7978975627537,2022-03-05 10:40:21.124224,13001,MARSEILLE,1987,H
1127888193816,2022-03-05 14:54:07.849569,6000,NICE,1987,F
8135420741944,2022-03-05 19:07:54.574914,69003,LYON,1955,H
8618738387264,2022-03-05 23:21:41.300260,72000,LE MANS,1965,H
5254042126658,2022-03-06 03:35:28.025605,69003,LYON,1973,F
2226299898183,2022-03-06 07:49:14.750950,91000,EVRY,1967,F
5870055950671,2022-03-06 12:03:01.476295,67000,STRASBOURG,1975,H
3110537365859,2022-03-06 16:16:48.201640,83000,TOULON,1967,H
6995087231332,2022-03-06 20:30:34.926985,33000,BORDEAUX,1980,F
7187018484068,2022-03-07 00:44:21.652330,35000,RENNES,1970,F
8371522013549,2022-03-07 04:58:08.377675,67000,STRASBOURG,1997,H
8675273017712,2022-03-07 09:11:55.103020,49000,ANGERS,1985,H
2242787445111,2022-03-07 13:25:41.828365,72000,LE MANS,1985,F
4752517269884,2022-03-07 17:39:28.553710,75015,PARIS,1980,F
6873380850050,2022-03-07 21:53:15.279055,37000,TOURS,1988,F
4941528304016,2022-03-08 02:07:02.004400,13001,MARSEILLE,1983,H
4018684627345,2022-03-08 06:20:48.729745,83100,TOULON,1997,H
3038193781136,2022-03-08 10:34:35.455091,95000,CERGY,1966,H
